unit_id,manifesto,sequence,master_code,master_rile,full_class_n,full_class_cat_distinct,full_class_cat_modal_share,full_class_cat_1mmodal,full_class_cat_Hnorm,full_class_dom_1mmodal,full_class_rile_1mmodal,full_class_rile_distinct,full_class_rile_modal,full_exclude_n,full_exclude_cat_distinct,full_exclude_cat_modal_share,full_exclude_cat_1mmodal,full_exclude_cat_Hnorm,full_exclude_dom_1mmodal,full_exclude_rile_1mmodal,full_exclude_rile_distinct,full_exclude_rile_modal,retained_class_n,retained_class_cat_distinct,retained_class_cat_modal_share,retained_class_cat_1mmodal,retained_class_cat_Hnorm,retained_class_dom_1mmodal,retained_class_rile_1mmodal,retained_class_rile_distinct,retained_class_rile_modal,retained_exclude_n,retained_exclude_cat_distinct,retained_exclude_cat_modal_share,retained_exclude_cat_1mmodal,retained_exclude_cat_Hnorm,retained_exclude_dom_1mmodal,retained_exclude_rile_1mmodal,retained_exclude_rile_distinct,retained_exclude_rile_modal
NZ-014,NZ,14,410,none,23,9,0.4782608695652174,0.5217391304347826,0.5226598480896116,0.17391304347826086,0.17391304347826086,3,none,22,8,0.5,0.5,0.49378599493702147,0.13636363636363635,0.18181818181818177,3,none,12,4,0.5,0.5,0.4535095090581451,0.0,0.16666666666666663,3,none,12,4,0.5,0.5,0.4535095090581451,0.0,0.16666666666666663,3,none
NZ-015,NZ,15,408,none,23,6,0.43478260869565216,0.5652173913043479,0.4667155239480224,0.17391304347826086,0.30434782608695654,2,none,23,6,0.43478260869565216,0.5652173913043479,0.4667155239480224,0.17391304347826086,0.30434782608695654,2,none,12,5,0.5,0.5,0.5289429456511299,0.08333333333333337,0.25,2,none,12,5,0.5,0.5,0.5289429456511299,0.08333333333333337,0.25,2,none
NZ-016,NZ,16,701,left,23,6,0.5217391304347826,0.4782608695652174,0.4364849507627437,0.4782608695652174,0.4347826086956522,3,left,23,6,0.5217391304347826,0.4782608695652174,0.4364849507627437,0.4782608695652174,0.4347826086956522,3,left,12,4,0.5833333333333334,0.41666666666666663,0.43266789281484636,0.41666666666666663,0.33333333333333337,2,left,12,4,0.5833333333333334,0.41666666666666663,0.43266789281484636,0.41666666666666663,0.33333333333333337,2,left
NZ-017,NZ,17,701,left,23,13,0.2608695652173913,0.7391304347826086,0.7403013255336278,0.30434782608695654,0.4782608695652174,3,none,23,13,0.2608695652173913,0.7391304347826086,0.7403013255336278,0.30434782608695654,0.4782608695652174,3,none,12,8,0.3333333333333333,0.6666666666666667,0.7675475452907252,0.25,0.5,3,none,12,8,0.3333333333333333,0.6666666666666667,0.7675475452907252,0.25,0.5,3,none
NZ-018,NZ,18,405,none,23,7,0.6521739130434783,0.34782608695652173,0.39103158228954027,0.13043478260869568,0.26086956521739135,3,none,23,7,0.6521739130434783,0.34782608695652173,0.39103158228954027,0.13043478260869568,0.26086956521739135,3,none,12,2,0.75,0.25,0.22630030977895446,0.0,0.25,2,none,12,2,0.75,0.25,0.22630030977895446,0.0,0.25,2,none
NZ-019,NZ,19,405,none,23,8,0.43478260869565216,0.5652173913043479,0.5388958013227293,0.08695652173913049,0.21739130434782605,3,none,23,8,0.43478260869565216,0.5652173913043479,0.5388958013227293,0.08695652173913049,0.21739130434782605,3,none,12,5,0.5,0.5,0.546490490941855,0.08333333333333337,0.25,2,none,12,5,0.5,0.5,0.546490490941855,0.08333333333333337,0.25,2,none
NZ-020,NZ,20,408,none,23,8,0.4782608695652174,0.5217391304347826,0.5034368281367853,0.04347826086956519,0.4347826086956522,3,none,23,8,0.4782608695652174,0.5217391304347826,0.5034368281367853,0.04347826086956519,0.4347826086956522,3,none,12,4,0.5833333333333334,0.41666666666666663,0.43266789281484636,0.0,0.33333333333333337,3,none,12,4,0.5833333333333334,0.41666666666666663,0.43266789281484636,0.0,0.33333333333333337,3,none
NZ-021,NZ,21,414,right,23,5,0.5652173913043478,0.4347826086956522,0.3693360503767869,0.08695652173913049,0.4347826086956522,3,right,21,4,0.6190476190476191,0.38095238095238093,0.31031644121936447,0.0,0.38095238095238093,3,right,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.0,0.16666666666666663,2,right,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.0,0.16666666666666663,2,right
NZ-022,NZ,22,504,left,23,5,0.34782608695652173,0.6521739130434783,0.43137096449524487,0.6521739130434783,0.6086956521739131,3,left,17,4,0.47058823529411764,0.5294117647058824,0.37180239199793735,0.5294117647058824,0.47058823529411764,3,left,12,3,0.4166666666666667,0.5833333333333333,0.4137716237431475,0.5833333333333333,0.5833333333333333,3,right,10,2,0.5,0.5,0.3010299956639812,0.5,0.5,2,right
NZ-023,NZ,23,504,left,23,7,0.43478260869565216,0.5652173913043479,0.4931941526589626,0.30434782608695654,0.5652173913043479,3,none,23,7,0.43478260869565216,0.5652173913043479,0.4931941526589626,0.30434782608695654,0.5652173913043479,3,none,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.08333333333333337,0.33333333333333337,2,left,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.08333333333333337,0.33333333333333337,2,left
NZ-024,NZ,24,504,left,23,5,0.5217391304347826,0.4782608695652174,0.37841370707336436,0.4782608695652174,0.34782608695652173,3,none,11,4,0.6363636363636364,0.36363636363636365,0.4310288551512256,0.2727272727272727,0.36363636363636365,3,left,12,3,0.5,0.5,0.3696025301680662,0.41666666666666663,0.5,2,none,7,2,0.8571428571428571,0.1428571428571429,0.21075809614719848,0.0,0.1428571428571429,2,left
NZ-025,NZ,25,504,left,23,4,0.7391304347826086,0.26086956521739135,0.2672016034761765,0.17391304347826086,0.26086956521739135,2,left,22,3,0.7727272727272727,0.2272727272727273,0.2228753233444884,0.13636363636363635,0.2272727272727273,2,left,12,3,0.8333333333333334,0.16666666666666663,0.22780965997572764,0.08333333333333337,0.16666666666666663,2,left,12,3,0.8333333333333334,0.16666666666666663,0.22780965997572764,0.08333333333333337,0.16666666666666663,2,left
NZ-026,NZ,26,504,left,23,5,0.6521739130434783,0.34782608695652173,0.3453299336257736,0.30434782608695654,0.26086956521739135,2,left,20,4,0.75,0.25,0.2670141075317626,0.19999999999999996,0.15000000000000002,2,left,12,5,0.6666666666666666,0.33333333333333337,0.4421141086977403,0.25,0.16666666666666663,2,left,11,4,0.7272727272727273,0.2727272727272727,0.3693131062155174,0.18181818181818177,0.09090909090909094,2,left
NZ-027,NZ,27,504,left,23,3,0.7391304347826086,0.26086956521739135,0.2360111723286375,0.17391304347826086,0.26086956521739135,2,left,23,3,0.7391304347826086,0.26086956521739135,0.2360111723286375,0.17391304347826086,0.26086956521739135,2,left,12,3,0.75,0.25,0.2903383460115346,0.08333333333333337,0.25,2,left,12,3,0.75,0.25,0.2903383460115346,0.08333333333333337,0.25,2,left
NZ-028,NZ,28,504,left,23,6,0.43478260869565216,0.5652173913043479,0.4667155239480224,0.4782608695652174,0.4782608695652174,2,none,17,5,0.5882352941176471,0.4117647058823529,0.4247234128075581,0.2941176470588235,0.3529411764705882,2,left,12,4,0.5833333333333334,0.41666666666666663,0.43266789281484636,0.33333333333333337,0.41666666666666663,2,left,9,3,0.7777777777777778,0.2222222222222222,0.31118298643722464,0.11111111111111116,0.2222222222222222,2,left
NZ-029,NZ,29,504,left,23,6,0.5652173913043478,0.4347826086956522,0.42700511023526616,0.4347826086956522,0.30434782608695654,2,left,20,5,0.65,0.35,0.36532257555493364,0.35,0.19999999999999996,2,left,12,4,0.75,0.25,0.33682883695338955,0.25,0.16666666666666663,2,left,11,3,0.8181818181818182,0.18181818181818177,0.2502886927414662,0.18181818181818177,0.09090909090909094,2,left
NZ-030,NZ,30,504,left,23,6,0.6086956521739131,0.3913043478260869,0.39156288279643175,0.34782608695652173,0.34782608695652173,3,left,21,5,0.6666666666666666,0.33333333333333337,0.33538751536525985,0.2857142857142857,0.2857142857142857,3,left,12,3,0.8333333333333334,0.16666666666666663,0.22780965997572764,0.16666666666666663,0.16666666666666663,2,left,11,2,0.9090909090909091,0.09090909090909094,0.1270431201917023,0.09090909090909094,0.09090909090909094,2,left
NZ-031,NZ,31,504,left,23,7,0.5652173913043478,0.4347826086956522,0.44151632775149385,0.34782608695652173,0.3913043478260869,3,left,21,6,0.6190476190476191,0.38095238095238093,0.3917332194523776,0.2857142857142857,0.33333333333333337,3,left,12,4,0.75,0.25,0.33682883695338955,0.16666666666666663,0.25,2,left,11,3,0.8181818181818182,0.18181818181818177,0.2502886927414662,0.09090909090909094,0.18181818181818177,2,left
NZ-032,NZ,32,504,left,23,6,0.4782608695652174,0.5217391304347826,0.4035697838983147,0.4782608695652174,0.4782608695652174,3,left,15,5,0.7333333333333333,0.2666666666666667,0.35065585834791474,0.19999999999999996,0.19999999999999996,3,left,12,2,0.5833333333333334,0.41666666666666663,0.2733274773317827,0.41666666666666663,0.41666666666666663,2,left,7,1,1.0,0.0,0.0,0.0,0.0,1,left
NZ-033,NZ,33,504,left,23,5,0.6956521739130435,0.30434782608695654,0.30797128169824917,0.30434782608695654,0.30434782608695654,2,left,19,4,0.8421052631578947,0.1578947368421053,0.20704366023869228,0.1578947368421053,0.1578947368421053,2,left,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.16666666666666663,2,left,10,1,1.0,0.0,0.0,0.0,0.0,1,left
NZ-034,NZ,34,504,left,23,3,0.8260869565217391,0.17391304347826086,0.17854739551991317,0.17391304347826086,0.17391304347826086,2,left,22,2,0.8636363636363636,0.13636363636363635,0.1288585064150564,0.13636363636363635,0.13636363636363635,2,left,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.08333333333333337,0.08333333333333337,2,left,11,1,1.0,0.0,0.0,0.0,0.0,1,left
NZ-035,NZ,35,503,none,23,6,0.4782608695652174,0.5217391304347826,0.40356978389831466,0.17391304347826086,0.4782608695652174,3,left,22,5,0.5,0.5,0.3674922856896145,0.13636363636363635,0.4545454545454546,3,left,12,2,0.6666666666666666,0.33333333333333337,0.25615214493032046,0.0,0.33333333333333337,2,left,12,2,0.6666666666666666,0.33333333333333337,0.25615214493032046,0.0,0.33333333333333337,2,left
NZ-036,NZ,36,504,left,23,7,0.6521739130434783,0.34782608695652173,0.39828719104765403,0.26086956521739135,0.34782608695652173,3,left,22,6,0.6818181818181818,0.31818181818181823,0.3618901538066214,0.2272727272727273,0.31818181818181823,3,left,12,4,0.75,0.25,0.33682883695338955,0.16666666666666663,0.25,3,left,12,4,0.75,0.25,0.33682883695338955,0.16666666666666663,0.25,3,left
NZ-037,NZ,37,504,left,23,5,0.7391304347826086,0.26086956521739135,0.28642462342900293,0.26086956521739135,0.21739130434782605,3,left,22,4,0.7727272727272727,0.2272727272727273,0.24326112554608612,0.2272727272727273,0.18181818181818177,3,left,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.08333333333333337,0.08333333333333337,2,left,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.08333333333333337,0.08333333333333337,2,left
NZ-038,NZ,38,504,left,23,6,0.4782608695652174,0.5217391304347826,0.42614256449457955,0.21739130434782605,0.4782608695652174,3,left,23,6,0.4782608695652174,0.5217391304347826,0.42614256449457955,0.21739130434782605,0.4782608695652174,3,left,12,3,0.5833333333333334,0.41666666666666663,0.35723445622186156,0.08333333333333337,0.41666666666666663,2,left,12,3,0.5833333333333334,0.41666666666666663,0.35723445622186156,0.08333333333333337,0.41666666666666663,2,left
NZ-039,NZ,39,504,left,23,8,0.391304347826087,0.6086956521739131,0.517686649179748,0.30434782608695654,0.5217391304347826,3,none,22,7,0.4090909090909091,0.5909090909090908,0.48851197194092216,0.2727272727272727,0.5,3,left,12,3,0.5,0.5,0.3696025301680662,0.08333333333333337,0.5,2,none,12,3,0.5,0.5,0.3696025301680662,0.08333333333333337,0.5,2,none
NZ-040,NZ,40,504,left,23,11,0.4782608695652174,0.5217391304347826,0.5957999834265788,0.4347826086956522,0.34782608695652173,3,left,22,10,0.5,0.5,0.5713503077055921,0.40909090909090906,0.31818181818181823,3,left,12,4,0.6666666666666666,0.33333333333333337,0.39562361775588534,0.16666666666666663,0.25,2,left,12,4,0.6666666666666666,0.33333333333333337,0.39562361775588534,0.16666666666666663,0.25,2,left
NZ-041,NZ,41,504,left,23,5,0.6521739130434783,0.34782608695652173,0.3406181311891748,0.30434782608695654,0.34782608695652173,2,left,19,4,0.7894736842105263,0.21052631578947367,0.24912784878677013,0.1578947368421053,0.21052631578947367,2,left,12,4,0.75,0.25,0.33682883695338955,0.16666666666666663,0.25,2,left,11,3,0.8181818181818182,0.18181818181818177,0.2502886927414662,0.09090909090909094,0.18181818181818177,2,left
NZ-042,NZ,42,504,left,23,6,0.5652173913043478,0.4347826086956522,0.4150376990405536,0.26086956521739135,0.3913043478260869,2,left,22,5,0.5909090909090909,0.40909090909090906,0.3796538841443888,0.2272727272727273,0.36363636363636365,2,left,12,3,0.75,0.25,0.2903383460115345,0.08333333333333337,0.16666666666666663,2,left,12,3,0.75,0.25,0.2903383460115345,0.08333333333333337,0.16666666666666663,2,left
NZ-043,NZ,43,504,left,23,7,0.5217391304347826,0.4782608695652174,0.4711790461940579,0.30434782608695654,0.3913043478260869,2,left,21,6,0.5714285714285714,0.4285714285714286,0.42519170779663024,0.23809523809523814,0.33333333333333337,2,left,12,3,0.75,0.25,0.2903383460115345,0.08333333333333337,0.16666666666666663,2,left,12,3,0.75,0.25,0.2903383460115345,0.08333333333333337,0.16666666666666663,2,left
NZ-044,NZ,44,503,none,23,7,0.391304347826087,0.6086956521739131,0.5300562442053607,0.5217391304347826,0.5652173913043479,3,none,18,6,0.5,0.5,0.5032656129273808,0.38888888888888884,0.5,3,right,12,3,0.5833333333333334,0.41666666666666663,0.3861774018729913,0.41666666666666663,0.41666666666666663,3,right,10,2,0.7,0.30000000000000004,0.2652949955741215,0.30000000000000004,0.30000000000000004,2,right
NZ-045,NZ,45,503,none,23,5,0.30434782608695654,0.6956521739130435,0.48904002435372407,0.5217391304347826,0.4347826086956522,3,none,21,4,0.3333333333333333,0.6666666666666667,0.4453382540657887,0.47619047619047616,0.47619047619047616,3,none,12,5,0.3333333333333333,0.6666666666666667,0.5815855815233052,0.5,0.6666666666666667,3,right,11,4,0.36363636363636365,0.6363636363636364,0.5269848296616381,0.4545454545454546,0.6363636363636364,3,right
NZ-046,NZ,46,706,none,23,6,0.5652173913043478,0.4347826086956522,0.4150376990405536,0.4347826086956522,0.13043478260869568,2,none,20,5,0.65,0.35,0.35091798030831856,0.35,0.15000000000000002,2,none,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.33333333333333337,0.08333333333333337,2,none,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.33333333333333337,0.08333333333333337,2,none
NZ-047,NZ,47,706,none,23,5,0.34782608695652173,0.6521739130434783,0.4702191882317977,0.6521739130434783,0.21739130434782605,2,none,17,4,0.47058823529411764,0.5294117647058824,0.429969410871824,0.5294117647058824,0.2941176470588235,2,none,12,4,0.4166666666666667,0.5833333333333333,0.4976786026332264,0.5833333333333333,0.33333333333333337,2,none,11,3,0.45454545454545453,0.5454545454545454,0.43212845722408394,0.5454545454545454,0.36363636363636365,2,none
NZ-048,NZ,48,706,none,23,6,0.34782608695652173,0.6521739130434783,0.49765767490499824,0.6521739130434783,0.30434782608695654,3,none,20,5,0.4,0.6,0.4503636575938321,0.6,0.35,3,none,12,3,0.4166666666666667,0.5833333333333333,0.4336405664006463,0.5833333333333333,0.33333333333333337,2,none,12,3,0.4166666666666667,0.5833333333333333,0.4336405664006463,0.5833333333333333,0.33333333333333337,2,none
NZ-049,NZ,49,503,none,23,5,0.5652173913043478,0.4347826086956522,0.34875098863080023,0.4347826086956522,0.13043478260869568,3,none,23,5,0.5652173913043478,0.4347826086956522,0.34875098863080023,0.4347826086956522,0.13043478260869568,3,none,12,2,0.6666666666666666,0.33333333333333337,0.25615214493032046,0.33333333333333337,0.0,1,none,12,2,0.6666666666666666,0.33333333333333337,0.25615214493032046,0.33333333333333337,0.0,1,none
NZ-050,NZ,50,503,none,23,5,0.6521739130434783,0.34782608695652173,0.3406181311891748,0.34782608695652173,0.17391304347826086,2,none,23,5,0.6521739130434783,0.34782608695652173,0.3406181311891748,0.34782608695652173,0.17391304347826086,2,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none
NZ-051,NZ,51,503,none,23,5,0.5217391304347826,0.4782608695652174,0.39174316006123727,0.4782608695652174,0.17391304347826086,2,none,23,5,0.5217391304347826,0.4782608695652174,0.39174316006123727,0.4782608695652174,0.17391304347826086,2,none,12,4,0.6666666666666666,0.33333333333333337,0.39562361775588534,0.33333333333333337,0.16666666666666663,2,none,12,4,0.6666666666666666,0.33333333333333337,0.39562361775588534,0.33333333333333337,0.16666666666666663,2,none
NZ-052,NZ,52,503,none,23,8,0.5652173913043478,0.4347826086956522,0.47270675889903285,0.4347826086956522,0.21739130434782605,2,none,22,7,0.5909090909090909,0.40909090909090906,0.44081129074918207,0.40909090909090906,0.2272727272727273,2,none,12,4,0.75,0.25,0.33682883695338955,0.25,0.16666666666666663,2,none,12,4,0.75,0.25,0.33682883695338955,0.25,0.16666666666666663,2,none
NZ-053,NZ,53,706,none,23,6,0.43478260869565216,0.5652173913043479,0.4308132903638846,0.5652173913043479,0.13043478260869568,3,none,22,5,0.45454545454545453,0.5454545454545454,0.3963837260277077,0.5454545454545454,0.13636363636363635,3,none,12,3,0.5,0.5,0.40701901811629,0.5,0.16666666666666663,2,none,12,3,0.5,0.5,0.40701901811629,0.5,0.16666666666666663,2,none
NZ-054,NZ,54,706,none,23,6,0.391304347826087,0.6086956521739131,0.45666782867783023,0.6086956521739131,0.17391304347826086,3,none,22,5,0.4090909090909091,0.5909090909090908,0.4238021808477701,0.5909090909090908,0.18181818181818177,3,none,12,3,0.5,0.5,0.40701901811629,0.5,0.16666666666666663,2,none,12,3,0.5,0.5,0.40701901811629,0.5,0.16666666666666663,2,none
NZ-055,NZ,55,503,none,23,9,0.6086956521739131,0.3913043478260869,0.4684549626077374,0.3913043478260869,0.26086956521739135,3,none,23,9,0.6086956521739131,0.3913043478260869,0.4684549626077374,0.3913043478260869,0.26086956521739135,3,none,12,3,0.8333333333333334,0.16666666666666663,0.22780965997572764,0.16666666666666663,0.08333333333333337,2,none,12,3,0.8333333333333334,0.16666666666666663,0.22780965997572764,0.16666666666666663,0.08333333333333337,2,none
NZ-056,NZ,56,503,none,23,7,0.6521739130434783,0.34782608695652173,0.3910315822895402,0.34782608695652173,0.17391304347826086,3,none,23,7,0.6521739130434783,0.34782608695652173,0.3910315822895402,0.34782608695652173,0.17391304347826086,3,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none
NZ-057,NZ,57,706,none,23,7,0.34782608695652173,0.6521739130434783,0.536103714810651,0.5652173913043479,0.34782608695652173,3,none,23,7,0.34782608695652173,0.6521739130434783,0.536103714810651,0.5652173913043479,0.34782608695652173,3,none,12,5,0.4166666666666667,0.5833333333333333,0.5441690935750814,0.5,0.25,3,none,12,5,0.4166666666666667,0.5833333333333333,0.5441690935750814,0.5,0.25,3,none
NZ-058,NZ,58,706,none,23,7,0.43478260869565216,0.5652173913043479,0.4726090909129759,0.5217391304347826,0.21739130434782605,3,none,23,7,0.43478260869565216,0.5652173913043479,0.4726090909129759,0.5217391304347826,0.21739130434782605,3,none,12,5,0.4166666666666667,0.5833333333333333,0.5441690935750814,0.5,0.25,3,none,12,5,0.4166666666666667,0.5833333333333333,0.5441690935750814,0.5,0.25,3,none
NZ-059,NZ,59,706,none,23,7,0.21739130434782608,0.782608695652174,0.5965648611812086,0.5217391304347826,0.3913043478260869,2,none,23,7,0.21739130434782608,0.782608695652174,0.5965648611812086,0.5217391304347826,0.3913043478260869,2,none,12,6,0.25,0.75,0.6684144184766948,0.41666666666666663,0.41666666666666663,2,none,12,6,0.25,0.75,0.6684144184766948,0.41666666666666663,0.41666666666666663,2,none
NZ-060,NZ,60,706,none,23,4,0.34782608695652173,0.6521739130434783,0.38957516394615355,0.3913043478260869,0.3913043478260869,2,none,23,4,0.34782608695652173,0.6521739130434783,0.38957516394615355,0.3913043478260869,0.3913043478260869,2,none,12,3,0.5,0.5,0.41841441847669475,0.5,0.25,2,none,12,3,0.5,0.5,0.41841441847669475,0.5,0.25,2,none
NZ-061,NZ,61,706,none,23,4,0.5652173913043478,0.4347826086956522,0.30695518808170896,0.3913043478260869,0.04347826086956519,2,none,23,4,0.5652173913043478,0.4347826086956522,0.30695518808170896,0.3913043478260869,0.04347826086956519,2,none,12,2,0.5,0.5,0.27894294565112987,0.5,0.0,1,none,12,2,0.5,0.5,0.27894294565112987,0.5,0.0,1,none
NZ-062,NZ,62,503,none,23,5,0.6956521739130435,0.30434782608695654,0.30797128169824917,0.30434782608695654,0.04347826086956519,2,none,23,5,0.6956521739130435,0.30434782608695654,0.30797128169824917,0.30434782608695654,0.04347826086956519,2,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none
NZ-063,NZ,63,503,none,23,4,0.782608695652174,0.21739130434782605,0.23287138779559585,0.21739130434782605,0.0,1,none,23,4,0.782608695652174,0.21739130434782605,0.23287138779559585,0.21739130434782605,0.0,1,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none
NZ-064,NZ,64,506,left,23,2,0.9565217391304348,0.04347826086956519,0.057038827183372734,0.04347826086956519,0.04347826086956519,2,left,23,2,0.9565217391304348,0.04347826086956519,0.057038827183372734,0.04347826086956519,0.04347826086956519,2,left,12,1,1.0,0.0,0.0,0.0,0.0,1,left,12,1,1.0,0.0,0.0,0.0,0.0,1,left
NZ-065,NZ,65,411,none,23,7,0.34782608695652173,0.6521739130434783,0.5625823435215913,0.34782608695652173,0.5217391304347826,3,left,23,7,0.34782608695652173,0.6521739130434783,0.5625823435215913,0.34782608695652173,0.5217391304347826,3,left,12,5,0.5,0.5,0.5289429456511299,0.25,0.5,3,left,12,5,0.5,0.5,0.5289429456511299,0.25,0.5,3,left
NZ-066,NZ,66,504,left,23,6,0.5217391304347826,0.4782608695652174,0.43648495076274363,0.17391304347826086,0.26086956521739135,2,left,23,6,0.5217391304347826,0.4782608695652174,0.43648495076274363,0.17391304347826086,0.26086956521739135,2,left,12,3,0.5833333333333334,0.41666666666666663,0.3861774018729913,0.0,0.16666666666666663,2,left,12,3,0.5833333333333334,0.41666666666666663,0.3861774018729913,0.0,0.16666666666666663,2,left
NZ-067,NZ,67,411,none,23,5,0.6086956521739131,0.3913043478260869,0.3568687873651174,0.30434782608695654,0.26086956521739135,2,left,23,5,0.6086956521739131,0.3913043478260869,0.3568687873651174,0.30434782608695654,0.26086956521739135,2,left,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.16666666666666663,2,left,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.16666666666666663,2,left
NZ-068,NZ,68,706,none,23,5,0.4782608695652174,0.5217391304347826,0.3843467639454883,0.3913043478260869,0.4347826086956522,2,left,23,5,0.4782608695652174,0.5217391304347826,0.3843467639454883,0.3913043478260869,0.4347826086956522,2,left,12,3,0.5833333333333334,0.41666666666666663,0.3572344562218615,0.33333333333333337,0.33333333333333337,2,left,12,3,0.5833333333333334,0.41666666666666663,0.3572344562218615,0.33333333333333337,0.33333333333333337,2,left
NZ-069,NZ,69,706,none,23,4,0.43478260869565216,0.5652173913043479,0.3802459356231824,0.4782608695652174,0.21739130434782605,2,none,23,4,0.43478260869565216,0.5652173913043479,0.3802459356231824,0.4782608695652174,0.21739130434782605,2,none,12,2,0.5833333333333334,0.41666666666666663,0.2733274773317827,0.41666666666666663,0.0,1,none,12,2,0.5833333333333334,0.41666666666666663,0.2733274773317827,0.41666666666666663,0.0,1,none
NZ-070,NZ,70,503,none,23,4,0.8260869565217391,0.17391304347826086,0.20502602423085342,0.17391304347826086,0.04347826086956519,2,none,22,3,0.8636363636363636,0.13636363636363635,0.15693880226843546,0.13636363636363635,0.045454545454545414,2,none,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.08333333333333337,0.0,1,none,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.08333333333333337,0.0,1,none
NZ-071,NZ,71,706,none,23,8,0.30434782608695654,0.6956521739130435,0.568724190677108,0.5652173913043479,0.3913043478260869,3,none,23,8,0.30434782608695654,0.6956521739130435,0.568724190677108,0.5652173913043479,0.3913043478260869,3,none,12,4,0.4166666666666667,0.5833333333333333,0.5266215482843561,0.5833333333333333,0.33333333333333337,3,none,12,4,0.4166666666666667,0.5833333333333333,0.5266215482843561,0.5833333333333333,0.33333333333333337,3,none
NZ-072,NZ,72,503,none,23,4,0.6956521739130435,0.30434782608695654,0.2732771862669348,0.26086956521739135,0.08695652173913049,3,none,23,4,0.6956521739130435,0.30434782608695654,0.2732771862669348,0.26086956521739135,0.08695652173913049,3,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none,12,2,0.8333333333333334,0.16666666666666663,0.18131916903387266,0.16666666666666663,0.0,1,none
